cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1202428,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Recto,Larga,INVALID,INVALID,Ligero
85_1202444,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Caja,Recto,Larga,INVALID,INVALID,INVALID
85_1202448,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1202455,INVALID,INVALID,INVALID,Punto grueso,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
85_1202459,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Peak Lapel,Slim,Larga,INVALID,INVALID,Medio
85_1202466,INVALID,Sin cierre,INVALID,Punto medio,Standard,Perkins,Slim,Larga,INVALID,INVALID,INVALID
85_1202471,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202481,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
85_1202488,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202490,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202502,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Cruzado,Evase,Larga,INVALID,INVALID,Ligero
85_1202505,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Babydoll/Peter Pan,Recto,Larga,INVALID,INVALID,Medio
85_1202511,INVALID,Cierre Delantero,INVALID,INVALID,Largo,INVALID,Recto,Sin Manga,INVALID,INVALID,Medio
85_1202513,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
85_1202535,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
85_1202538,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1202543,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Recto,Tres Cuartos,INVALID,INVALID,Ligero
85_1202555,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1202557,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1202560,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1202568,INVALID,Sin cierre,INVALID,Punto medio,Largo,Alto/Envolvente,Recto,Larga,INVALID,INVALID,INVALID
85_1202573,INVALID,Cierre Trasero,INVALID,INVALID,Midi,Escotado,INVALID,Tirante Fino,INVALID,INVALID,Ligero
85_1202577,INVALID,INVALID,INVALID,Punto grueso,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
85_1202580,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202592,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1202606,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Regular,Larga,INVALID,INVALID,Medio
85_1202611,INVALID,INVALID,Plataforma en la parte delantera,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
85_1202616,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202620,INVALID,Sin cierre,INVALID,Punto medio,Crop,Redondo,Recto,Larga,INVALID,INVALID,INVALID
85_1202622,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202629,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202640,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Relaxed,Larga,INVALID,INVALID,Medio
85_1202641,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Pesado
85_1202643,INVALID,INVALID,INVALID,INVALID,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Ligero
85_1202644,INVALID,Sin cierre,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Pesado
85_1202647,INVALID,Sin cierre,INVALID,INVALID,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Medio
85_1202649,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Escotado,Recto,Larga,INVALID,INVALID,Ligero
85_1202651,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1202652,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202657,INVALID,INVALID,INVALID,INVALID,Mini/Micro,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
85_1202658,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Ligero
85_1202661,INVALID,Sin cierre,INVALID,INVALID,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Medio
85_1202671,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Alto/Envolvente,Recto,Larga,INVALID,INVALID,Pesado
85_1202678,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
85_1202683,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
85_1202691,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
85_1202693,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1202699,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Chimenea,Oversize,Larga,INVALID,INVALID,Medio
85_1202704,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Escotado,Recto,Larga,INVALID,INVALID,Ligero
85_1202705,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1202707,INVALID,INVALID,INVALID,INVALID,Crop,Drapeado,Slim,Sin Manga,INVALID,INVALID,Pesado
85_1202719,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Regular Waist,Medio
85_1202728,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Alto/Envolvente,Recto,Larga,INVALID,INVALID,Pesado
85_1202730,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Caja,Evase,Larga,INVALID,INVALID,Ligero
85_1202732,INVALID,Sin cierre,INVALID,Punto medio,Mini/Micro,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,INVALID
85_1202735,INVALID,INVALID,De aguja,INVALID,INVALID,INVALID,INVALID,INVALID,Con punta,INVALID,INVALID
85_1202739,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Larga,INVALID,INVALID,Medio
85_1202742,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Pesado
85_1202745,INVALID,Cierre Delantero,INVALID,Punto grueso,Crop,Polo,Recto,Larga,INVALID,INVALID,INVALID
85_1202748,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,Ajustable/Goma,Medio
85_1202756,INVALID,Sin cierre,INVALID,Punto medio,Standard,Perkins,Oversize,Larga,INVALID,INVALID,INVALID
85_1202761,INVALID,Lateral,INVALID,INVALID,Midi,Escotado,Recto,Larga,INVALID,INVALID,Ligero
85_1202762,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Caja,Evase,Larga,INVALID,INVALID,Ligero
85_1202764,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Larga,INVALID,INVALID,Medio
85_1202784,INVALID,INVALID,INVALID,INVALID,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Ligero
85_1202785,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Oversize,Larga,INVALID,INVALID,Medio
85_1202796,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,Regular Waist,Medio
85_1202798,INVALID,Sin cierre,INVALID,INVALID,Largo,Caja,Slim,Larga,INVALID,INVALID,Pesado
85_1202813,INVALID,Sin cierre,INVALID,INVALID,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Medio
85_1202817,INVALID,Sin cierre,INVALID,INVALID,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Medio
85_1202819,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
85_1202822,INVALID,INVALID,INVALID,INVALID,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Ligero
85_1202825,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,Ajustable/Goma,Medio
85_1202847,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202851,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,High Waist,Ligero
85_1202853,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1202859,INVALID,INVALID,INVALID,INVALID,Largo,Pico,Recto,Sin Manga,INVALID,INVALID,Ligero
85_1202863,INVALID,Sin cierre,INVALID,INVALID,Largo,Cruzado,Evase,Larga,INVALID,INVALID,Ligero
85_1202865,INVALID,Sin cierre,INVALID,Punto medio,Standard,Alto/Envolvente,Recto,Larga,INVALID,INVALID,INVALID
85_1202872,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
85_1202874,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1202878,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Caja,Recto,Tirante Fino,INVALID,INVALID,Pesado
85_1202880,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
85_1202887,INVALID,Cierre Delantero,INVALID,Punto medio,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1202892,INVALID,Cierre Delantero,INVALID,INVALID,Mini/Micro,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
85_1202894,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202898,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1202899,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1202902,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Ligero
85_1202903,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Slim,Corta,INVALID,INVALID,Medio
85_1202905,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Pesado
85_1202907,INVALID,Sin cierre,INVALID,INVALID,Corto,Redondo,Slim,Larga,INVALID,INVALID,Ligero
85_1202914,INVALID,INVALID,INVALID,INVALID,Capri,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,Medio
85_1202918,INVALID,Sin cierre,INVALID,Punto fino,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1202920,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1202934,INVALID,Sin cierre,INVALID,Punto fino,Standard,Caja,Recto,Larga,INVALID,INVALID,INVALID
85_1202943,INVALID,Sin cierre,INVALID,INVALID,Standard,Cruzado,Recto,Larga,INVALID,INVALID,Ligero
85_1202950,INVALID,INVALID,INVALID,Punto medio,Crop,Redondo,Slim,Tirante Fino,INVALID,INVALID,INVALID
85_1202951,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1202959,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,High Waist,Ligero
85_1202963,INVALID,INVALID,INVALID,INVALID,Largo,Pico,Recto,Sin Manga,INVALID,INVALID,Ligero
85_1202967,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Pesado
85_1202969,INVALID,Cierre Delantero,INVALID,INVALID,Mini/Micro,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
85_1202971,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
85_1202972,INVALID,Cierre Delantero,INVALID,INVALID,Tobillero,Camisero,Recto,Larga,INVALID,INVALID,Medio
85_1202984,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Caja,Evase,Larga,INVALID,INVALID,Ligero
85_1202986,INVALID,Sin cierre,INVALID,INVALID,Corto,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1202989,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1202992,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1203010,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Solapa,INVALID,Larga,INVALID,INVALID,Pesado
85_1203011,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1203014,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1203018,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Medio
85_1203027,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Slim,Larga,INVALID,INVALID,Ligero
85_1203053,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
85_1203058,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1203062,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
85_1203069,INVALID,Cierre Trasero,INVALID,INVALID,Standard,Alto/Envolvente,Recto,Larga,INVALID,INVALID,Ligero
85_1203076,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1203089,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
85_1203095,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
85_1203105,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,Ajustable/Goma,Medio
85_1203111,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
85_1203131,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Escotado,Slim,Larga,INVALID,INVALID,Ligero
85_1203133,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
85_1203136,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
85_1203159,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Regular,Larga,INVALID,INVALID,Ligero
85_1203168,INVALID,Lateral,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Low Waist,Ligero
85_1203179,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
85_1203191,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Caja,Evase,Larga,INVALID,INVALID,Ligero
85_1203196,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Regular Waist,Ligero
85_1203206,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Loose,INVALID,INVALID,Regular Waist,Medio
85_1203216,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
85_1203218,Baja,INVALID,Bloque,INVALID,INVALID,INVALID,INVALID,INVALID,Con punta,INVALID,INVALID
85_1203221,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1203230,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Loose,INVALID,INVALID,Regular Waist,Medio
85_1203232,INVALID,Lateral,INVALID,INVALID,Corto,INVALID,Evase,INVALID,INVALID,INVALID,INVALID
85_1203235,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Loose,INVALID,INVALID,Regular Waist,Medio
85_1203249,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Acampanado/Bootcut,INVALID,INVALID,INVALID,Medio
85_1203265,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1203274,INVALID,Sin cierre,INVALID,INVALID,Standard,Escotado,Recto,Larga,INVALID,INVALID,Ligero
85_1203283,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Pico,Recto,Larga,INVALID,INVALID,Medio
85_1203285,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Peak Lapel,Slim,Larga,INVALID,INVALID,Medio
85_1203287,INVALID,Sin cierre,INVALID,INVALID,Standard,Escotado,Recto,Larga,INVALID,INVALID,Ligero
85_1203296,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,High Waist,Ligero
85_1203301,INVALID,Sin cierre,INVALID,INVALID,Largo,Redondo,Evase,Larga,INVALID,INVALID,Medio
85_1203302,INVALID,INVALID,INVALID,INVALID,INVALID,Escotado,INVALID,Sin Manga,INVALID,INVALID,Ligero
85_1203308,INVALID,Sin cierre,INVALID,INVALID,Largo,INVALID,Evase,INVALID,INVALID,Regular Waist,Medio
85_1203313,INVALID,INVALID,INVALID,INVALID,Largo,Pico,Regular,Corta,INVALID,INVALID,Medio
85_1203320,INVALID,Lateral,INVALID,INVALID,Largo,Redondo,Evase,Corta,INVALID,INVALID,Medio
85_1203324,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
85_1203342,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Skinny,INVALID,INVALID,Regular Waist,Medio
85_1203344,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Cruzado,INVALID,Sin Manga,INVALID,INVALID,Ligero
85_1203346,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Low Waist,Pesado
85_1203353,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Medio
85_1203355,INVALID,Sin cierre,INVALID,Punto fino,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,INVALID
85_1203359,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Medio
85_1203360,INVALID,Sin cierre,INVALID,Punto medio,Medio,Escotado,Recto,Larga,INVALID,INVALID,INVALID
85_1203361,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Cruzado,Regular,Larga,INVALID,INVALID,Ligero
85_1203368,INVALID,Lateral,INVALID,INVALID,Largo,Redondo,Evase,Corta,INVALID,INVALID,Medio
85_1203385,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Solapa,INVALID,Larga,INVALID,INVALID,Medio
85_1203391,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Ligero
85_1203392,INVALID,Sin cierre,INVALID,Punto fino,Midi,Alto/Envolvente,Slim,Larga,INVALID,INVALID,INVALID
85_1203399,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
85_1203417,Media,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
85_1203418,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1203421,INVALID,Cierre Delantero,INVALID,INVALID,Corto,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Medio
85_1203424,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Skinny,INVALID,INVALID,Regular Waist,Medio
85_1203425,INVALID,Sin cierre,INVALID,Punto fino,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,INVALID
85_1203430,INVALID,Sin cierre,INVALID,Punto medio,Largo,Redondo,Evase,Larga,INVALID,INVALID,INVALID
85_1203434,INVALID,Sin cierre,INVALID,INVALID,Largo,Caja,INVALID,Larga,INVALID,INVALID,Ligero
85_1203436,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1203440,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
85_1203444,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
85_1203446,INVALID,Sin cierre,INVALID,Punto fino,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,INVALID
85_1203451,INVALID,Cierre Delantero,INVALID,Punto grueso,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1203454,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,High Waist,Ligero
85_1203460,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1203463,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Caja,Recto,INVALID,INVALID,INVALID,Pesado
85_1203468,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Pico,Recto,Larga,INVALID,INVALID,Medio
85_1203469,INVALID,INVALID,INVALID,INVALID,Largo,Pico,Regular,Corta,INVALID,INVALID,Medio
85_1203495,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
85_1203508,INVALID,Sin cierre,INVALID,Punto medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
85_1203514,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Ligero
85_1203540,INVALID,Sin cierre,INVALID,INVALID,Largo,Escotado,INVALID,Tirante Fino,INVALID,INVALID,Ligero
85_1203551,INVALID,Lateral,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Low Waist,Medio
85_1203561,INVALID,Sin cierre,INVALID,Punto medio,Maxi,Redondo,Evase,Larga,INVALID,INVALID,INVALID
85_1203566,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Solapa,INVALID,Larga,INVALID,INVALID,Pesado
85_1203571,INVALID,Lateral,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Low Waist,Pesado
85_1203583,INVALID,Sin cierre,INVALID,INVALID,INVALID,INVALID,INVALID,Larga,INVALID,INVALID,Pesado
85_1203643,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Camisero,Recto,Larga,INVALID,INVALID,Pesado
85_1203645,INVALID,Cierre Delantero,INVALID,Punto medio,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1203651,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Ligero
85_1203659,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Slim,Larga,INVALID,INVALID,Ligero
85_1203662,INVALID,Lateral,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Low Waist,Medio
85_1203665,INVALID,Lateral,INVALID,Punto grueso,Crop,Caja,Recto,Larga,INVALID,INVALID,INVALID
85_1203695,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1203699,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
85_1203706,INVALID,Cuello,INVALID,INVALID,Largo,Pico,Recto,Larga,INVALID,INVALID,Ligero
85_1203725,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Solapa,INVALID,Larga,INVALID,INVALID,Medio
85_1203750,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
85_1203752,INVALID,Cierre Delantero,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Low Waist,Medio
85_1203756,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Solapa,INVALID,Larga,INVALID,INVALID,Pesado
85_1203774,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Caja,Evase,Sin Manga,INVALID,INVALID,Medio
85_1203800,INVALID,Lateral,INVALID,INVALID,Mini/Micro,INVALID,INVALID,INVALID,INVALID,High Waist,Medio
85_1203826,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Redondo,Slim,Larga,INVALID,INVALID,INVALID
85_1203828,INVALID,Cuello,INVALID,INVALID,Corto,Espalda Abierta,Evase,Larga,INVALID,INVALID,Ligero
85_1203830,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,Medio
85_1203831,INVALID,INVALID,INVALID,INVALID,INVALID,Palabra Honor,INVALID,Tirante Fino,INVALID,INVALID,Pesado
85_1203845,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Palabra Honor,INVALID,Tirante Fino,INVALID,INVALID,Pesado
85_1203856,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Relaxed,Corta,INVALID,INVALID,Ligero
85_1203870,INVALID,Lateral,INVALID,INVALID,Midi,INVALID,INVALID,INVALID,INVALID,Regular Waist,Medio
85_1203874,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,INVALID,INVALID
85_1203878,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
85_1203885,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1203890,INVALID,Sin cierre,INVALID,Punto medio,Standard,Polo,Slim,Corta,INVALID,INVALID,INVALID
85_1203893,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
85_1203902,INVALID,Sin cierre,INVALID,Punto grueso,Standard,Redondo,Slim,Larga,INVALID,INVALID,INVALID
85_1203918,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
85_1203920,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
85_1203924,INVALID,Sin cierre,INVALID,Punto medio,Crop,Pico,Recto,Larga,INVALID,INVALID,INVALID
85_1203928,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Hawaiano/Bowling,Regular,Larga,INVALID,INVALID,Medio
85_1203933,INVALID,Cierre Delantero,INVALID,INVALID,INVALID,Cruzado,INVALID,Larga,INVALID,INVALID,Pesado
85_1203940,INVALID,Sin cierre,INVALID,Punto medio,Crop,Pico,Slim,Larga,INVALID,INVALID,INVALID
85_1203943,INVALID,INVALID,INVALID,INVALID,Standard,Pico,Recto,Tirante Fino,INVALID,INVALID,Ligero
85_1203944,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Slim,Corta,INVALID,INVALID,Medio
85_1203954,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,Regular Waist,Medio
